"tax_id","species_id","kingdom","phylum","class","order","family","genus","species","identification_reference"
"25560",30062,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus germanus","Blandford, 1894"
"AHCYFBWMZFP",30063,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus monographus","Fabricius, 1793"
"27C8CF24B34",30064,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus morigerus","Blandford, 1894"
"AHCYFBWNAGH",30065,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus saxesenii","Ratzeburg, 1837"
"AHCYFCMHFYX",30066,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xylena","Xylena exsoleta","Linnaeus, 1758"
"AHCYFCLYJNN",30067,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xylena","Xylena solidaginis","Hübner, 1803"
"AHCYFCMHIET",30068,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xylena","Xylena vetusta","Hübner, 1813"
"AHCYFBQHPTN",30069,"Animalia","Arthropoda","Insecta","Coleoptera","Anobiidae","Xyletinus","Xyletinus ater","Creutzer, 1796"
"6DDF27D454F",30070,"Animalia","Arthropoda","Insecta","Coleoptera","Anobiidae","Xyletinus","Xyletinus hanseni","Jansson, 1947"
"AHCYFBQHQPT",30071,"Animalia","Arthropoda","Insecta","Coleoptera","Anobiidae","Xyletinus","Xyletinus laticollis","Duftschmid, 1825"
"AHCYFBQHRMA",30072,"Animalia","Arthropoda","Insecta","Coleoptera","Anobiidae","Xyletinus","Xyletinus pectinatus","Fabricius, 1792"
"AHCYFCMHKBS",30073,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xylocampa","Xylocampa areola","Esper, 1789"
"AHCYFBWNBZG",30074,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xylocleptes","Xylocleptes bispinus","Duftschmid, 1825"
"464756988",30075,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Xylocopa","Xylocopa violacea","Linnaeus, 1758"
"MLRZHYLHQS6",30076,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Xylocopa","Xylocopa virginica","Linnaeus, 1771"
"AHCYSIBTLIU",30077,"Animalia","Arthropoda","Insecta","Hemiptera","Anthocoridae","Xylocoridea","Xylocoridea brevipennis","Reuter, 1876"
"AHCYSIBTNBH",30078,"Animalia","Arthropoda","Insecta","Hemiptera","Anthocoridae","Xylocoris","Xylocoris cursitans","Fallén, 1807"
"AHCYSIBTOCL",30079,"Animalia","Arthropoda","Insecta","Hemiptera","Anthocoridae","Xylocoris","Xylocoris formicetorum","Boheman, 1844"
"AHCYSIBTUCG",30080,"Animalia","Arthropoda","Insecta","Hemiptera","Anthocoridae","Xylocoris","Xylocoris galactinus","Fieber, 1836"
"AHCYFBDUAOR",30081,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Xylodiplosis","Xylodiplosis nigritarsis","Zetterstedt, 1850"
"AHCYFBYPIBM",30082,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xylodromus","Xylodromus affinis","Gerhardt, 1877"
"AHCYFBYPJGQ",30083,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xylodromus","Xylodromus concinnus","Marsham, 1802"
"AHCYFBYPKLU",30084,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xylodromus","Xylodromus depressus","Gravenhorst, 1802"
"AHCYFBYPLQZ",30085,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xylodromus","Xylodromus testaceus","Erichson, 1840"
"3T5EU1C01JQ",30086,"Animalia","Arthropoda","Insecta","Coleoptera","Ciidae","Xylographus","Xylographus bostrichoides","Dufour, 1843"
"AHCYFBOJFLR",30087,"Animalia","Arthropoda","Insecta","Diptera","Xylomyidae","Xylomya","Xylomya maculata","Meigen, 1804"
"AHCYFBQOKWR",30088,"Animalia","Arthropoda","Insecta","Coleoptera","Bostrichidae","Xylopertha","Xylopertha retusa","Olivier, 1790"
"FB017624363",30089,"Animalia","Arthropoda","Insecta","Coleoptera","Bostrichidae","Xyloperthodes","Xyloperthodes nitidipennis","Murray, 1867"
"AHCYSI11574",30090,"Animalia","Mollusca","Bivalvia","Myida","Xylophagidae","Xylophaga","Xylophaga dorsalis","Turton, 1819"
"AHCYFBOJLLM",30091,"Animalia","Arthropoda","Insecta","Diptera","Xylophagidae","Xylophagus","Xylophagus ater","Meigen, 1804"
"AHCYFBOJMMQ",30092,"Animalia","Arthropoda","Insecta","Diptera","Xylophagidae","Xylophagus","Xylophagus cinctus","De Geer, 1776"
"AHCYFAWSONP",30093,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Xylophrurus","Xylophrurus augustus","Dalman, 1823"
"AHCYFAWSPXQ",30094,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Xylophrurus","Xylophrurus lancifer","Gravenhorst, 1829"
"NAFC9BRBD25",30095,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xylosandrus","Xylosandrus crassiusculus","Motschulsky, 1866"
"AHCYFBLGMLG",30096,"Animalia","Arthropoda","Insecta","Diptera","Sciaridae","Xylosciara","Xylosciara lignicola","Winnertz, 1867"
"25561",30097,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xylostiba","Xylostiba bosnica","Bernhauer, 1902"
"AHCYFBYPNWV",30098,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xylostiba","Xylostiba monilicornis","Gyllenhal, 1810"
"AHCYFBMSGFK",30099,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xylota","Xylota abiens","Meigen, 1822"
"AHCYFBMSIPT",30100,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xylota","Xylota florum","Fabricius, 1805"
"AHCYFBMSJUX",30101,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xylota","Xylota ignava","Panzer, 1798"
"25331",30102,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xylota","Xylota jakutorum","Bagatshanova, 1980"
"AHCYFBMSLAB",30103,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xylota","Xylota meigeniana","Stackelberg, 1964"
"AHCYFBMSMFR",30104,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xylota","Xylota segnis","Linnaeus, 1758"
"AHCYFBMSNKV",30105,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xylota","Xylota sylvarum","Linnaeus, 1758"
"AHCYFBMSOPZ",30106,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xylota","Xylota tarda","Meigen, 1822"
"AHCYFBMSPVD",30107,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xylota","Xylota xanthocnema","Collin, 1939"
"AHCYFBRTWOX",30108,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Xylotrechus","Xylotrechus antilope","Schönherr, 1817"
"AHCYFBRTXPP",30109,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Xylotrechus","Xylotrechus arvicola","Olivier, 1800"
"PD1IXF4AXMF",30110,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Xylotrechus","Xylotrechus chinensis","Chevrolat, 1852"
"2LNDKDQQMM8",30111,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Xylotrechus","Xylotrechus rufilius","Bates, 1884"
"AECDC8A44F9",30112,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Xylotrechus","Xylotrechus rusticus","Linnaeus, 1758"
"AHCYFATCFYR",30113,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Xynobius","Xynobius comatus","Wesmael, 1835"
"AHCYFATCHEH",30114,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Xynobius","Xynobius geniculatus","Thomson, 1895"
"AHCYFATCINX",30115,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Xynobius","Xynobius maculipes","Wesmael, 1835"
"AHCYFATCJTB",30116,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Xynobius","Xynobius polyzonius","Wesmael, 1835"
"AHCYFATCLQA",30117,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Xynobius","Xynobius thomsoni","Fischer, 1971"
"AHCYFBNYZNM",30118,"Animalia","Arthropoda","Insecta","Diptera","Tephritidae","Xyphosia","Xyphosia miliaria","Schrank, 1781"
"AHCYFOOWEPX",30119,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus acerbus","Thorell, 1872"
"AHCYFOOWFDS",30120,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus audax","Schrank, 1803"
"AHCYFOOWFRN",30121,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus bifasciatus","Koch, 1837"
"AHCYFOOWGFT",30122,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus cristatus","Clerck, 1757"
"AHCYFOOWHAR",30123,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus erraticus","Blackwall, 1834"
"AHCYFOOWHOM",30124,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus ferrugineus","Menge, 1876"
"AHCYFOOWICH",30125,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus kempeleni","Thorell, 1872"
"AHCYFOOWJEI",30126,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus kochi","Thorell, 1872"
"AHCYFOOWJSD",30127,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus lanio","Koch, 1835"
"AHCYFOOWKFX",30128,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus lineatus","Westring, 1851"
"AHCYFOOWKTS",30129,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus luctator","Koch, 1870"
"AHCYFOOWLOQ",30130,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus luctuosus","Blackwall, 1836"
"AHCYFOOWMCL",30131,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus ninnii","Thorell, 1872"
"AHCYFOOWMXJ",30132,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus robustus","Hahn, 1832"
"AHCYFOOWNLP",30133,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus sabulosus","Hahn, 1832"
"AHCYFOOWNZK",30134,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus ulmi","Hahn, 1832"
"AHCYFCQAIFG",30135,"Animalia","Arthropoda","Arachnida","Trombidiformes","Mideopsidae","Xystonotus","Xystonotus willmanni","Viets, 1920"
"AHCYFBZNIRR",30136,"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae","Ylodes","Ylodes reuteri","McLachlan, 1880"
"AHCYFBZNJOK",30137,"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae","Ylodes","Ylodes simulans","Tjeder"
"AHCYFBUEIZP",30138,"Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Yola","Yola bicarinata","Latreille, 1804"
"3GCAXCQ9BQ2",30139,"Animalia","Mollusca","Bivalvia","Nuculanida","Yoldiidae","Yoldia","Yoldia limatula","Say, 1831"
"1X1742CFB2M",30140,"Animalia","Mollusca","Bivalvia","Nuculanida","Yoldiidae","Yoldiella","Yoldiella philippiana","Nyst, 1845"
"AHCYFCNRCAI",30141,"Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Yponomeuta","Yponomeuta cagnagella","Hübner, 1813"
"AHCYFCNRCXA",30142,"Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Yponomeuta","Yponomeuta evonymella","Linnaeus, 1758"
"AHCYFCNRDTH",30143,"Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Yponomeuta","Yponomeuta irrorella","Hübner, 1796"
"AHCYFCNREPO",30144,"Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Yponomeuta","Yponomeuta malinellus","Zeller, 1838"
"AHCYFCNRFQG",30145,"Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Yponomeuta","Yponomeuta padella","Linnaeus, 1758"
"AHCYFCNRGMN",30146,"Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Yponomeuta","Yponomeuta plumbella","Denis & Schiffermüller, 1775"
"AHCYFCNRHIU",30147,"Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Yponomeuta","Yponomeuta rorrella","Hübner, 1796"
"AHCYFCNRIFA",30148,"Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Yponomeuta","Yponomeuta sedella","Treitschke, 1832"
"AHCYFCNRSVM",30149,"Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha alpella","Denis & Schiffermüller, 1775"
"AHCYFCNRUAQ",30150,"Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha dentella","Fabricius, 1775"
"AHCYFCNRUWX",30151,"Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha horridella","Treitschke, 1835"
"AHCYFCNRVTD",30152,"Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha lucella","Fabricius, 1775"
"AHCYFCNRWPK",30153,"Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha mucronella","Scopoli, 1763"
"AHCYFCNRXLR",30154,"Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha nemorella","Linnaeus, 1758"
"AHCYFCNRYHY",30155,"Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha parenthesella","Linnaeus, 1761"
"AHCYFCNRZEE",30156,"Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha scabrella","Linnaeus, 1761"
"AHCYFCNSAAL",30157,"Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha sequella","Clerck, 1759"
"AHCYFCNSAXD",30158,"Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha sylvella","Linnaeus, 1767"
"AHCYFCNSBTK",30159,"Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha ustella","Clerck, 1759"
"AHCYFCNSCPR",30160,"Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha vittella","Linnaeus, 1758"
"AEE49DA4003",30161,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Yuccaborus","Yuccaborus frontalis","LeConte, 1874"
"U84IO7948GG",30162,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Gastronyssidae","Yunkeracarus","Yunkeracarus faini","Hyland & Clark, 1959"
"AHCYSI00323",30163,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Zabrachia","Zabrachia minutissima","Zetterstedt, 1838"
"AHCYFBLXXPQ",30164,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Zabrachia","Zabrachia tenella","Jaennicke, 1866"
"25206",30165,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Zabrotes","Zabrotes subfasciatus","Bohemann, 1833"
"AHCYFBRONNI",30166,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Zabrus","Zabrus tenebrioides","Goeze, 1777"
"4KD84RYOJ2P",30167,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Avenzoariidae","Zachvatkinia","Zachvatkinia larica","Mironov, 1989"
"9GJG6V0H7TN",30168,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Avenzoariidae","Zachvatkinia","Zachvatkinia sternae","Canestrini, 1878"
"Q3LM9S250EO",30169,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Mycobatidae","Zachvatkinibates","Zachvatkinibates quadrivertex","Halbert, 1920"
"AHCYFBTUSIB",30170,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Zacladus","Zacladus exiguus","Olivier, 1807"
"AHCYFBTUTIT",30171,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Zacladus","Zacladus geranii","Paykull, 1800"
"AHCYFAWSSMK",30172,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Zaglyptus","Zaglyptus multicolor","Gravenhorst, 1829"
"AHCYFAWSTWA",30173,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Zaglyptus","Zaglyptus varipes","Gravenhorst, 1829"
"AHCYFBNTBSQ",30174,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Zaira","Zaira cinerea","Fallén, 1810"
"6MC1KUQ2CFY",30175,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Zaitzeviola","Zaitzeviola rufocinerea","Panelius, 1965"
"AHCYFBFDNAK",30176,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Zalutschia","Zalutschia humphriesiae","Dowling & Murray, 1980"
"AHCYFBFDOGA",30177,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Zalutschia","Zalutschia mucronata","Brundin, 1949"
"AHCYFCMHLZD",30178,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zanclognatha","Zanclognatha lunalis","Scopoli, 1763"
"AHCYFAZRRGO",30179,"Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae","Zaomma","Zaomma lambinus","Walker, 1838"
"AHCYFBCOBII",30180,"Animalia","Arthropoda","Insecta","Diptera","Anthomyiidae","Zaphne","Zaphne ambigua","Fallén, 1823"
"AHCYFBCOCJB",30181,"Animalia","Arthropoda","Insecta","Diptera","Anthomyiidae","Zaphne","Zaphne caudata","Zetterstedt, 1855"
"AHCYFBCOEKM",30182,"Animalia","Arthropoda","Insecta","Diptera","Anthomyiidae","Zaphne","Zaphne divisa","Meigen, 1826"
"AHCYFBCOFLQ",30183,"Animalia","Arthropoda","Insecta","Diptera","Anthomyiidae","Zaphne","Zaphne wierzejskii","Mik, 1867"
"AHCYFAWSWKV",30184,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Zaplethocornia","Zaplethocornia procurator","Gravenhorst, 1820"
"464943015",30185,"Animalia","Chordata","Aves","Gruiformes","Rallidae","Zapornia","Zapornia parva","Scopoli, 1769"
"464943029",30186,"Animalia","Chordata","Aves","Gruiformes","Rallidae","Zapornia","Zapornia pusilla","Pallas, 1776"
"AHCYFAWSYZP",30187,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Zatypota","Zatypota albicoxa","Walker, 1874"
"AHCYFAWTAJF",30188,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Zatypota","Zatypota bohemani","Holmgren, 1860"
"AHCYFAWTBTG",30189,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Zatypota","Zatypota discolor","Holmgren, 1860"
"AHCYFAWTDCW",30190,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Zatypota","Zatypota percontatoria","Müller, 1776"
"AHCYFAWTEMM",30191,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Zatypota","Zatypota picticollis","Thomson, 1888"
"AHCYFBFDQCZ",30192,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Zavrelia","Zavrelia pentatoma","Kieffer & Bause, 1913"
"AHCYFBFDRZY",30193,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Zavreliella","Zavreliella marmorata","Van der Wulp, 1859"
"AHCYFBFDUBJ",30194,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Zavrelimyia","Zavrelimyia barbatipes","Kieffer, 1911"
"AHCYFBFDVGN",30195,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Zavrelimyia","Zavrelimyia melanura","Meigen, 1804"
"AHCYFBFDWLR",30196,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Zavrelimyia","Zavrelimyia nubila","Meigen, 1830"
"AHCYFCNPASC",30197,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Zeiraphera","Zeiraphera griseana","Hübner, 1799"
"AHCYFCNPBSV",30198,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Zeiraphera","Zeiraphera isertana","Fabricius, 1794"
"AHCYFCNPCTN",30199,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Zeiraphera","Zeiraphera ratzeburgiana","Saxesen, 1840"
"AHCYFCNPDUG",30200,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Zeiraphera","Zeiraphera rufimitrana","Herrich-Schäffer, 1851"
"AHCYSI02357",30201,"Animalia","Nematoda","Secernentea","Rhabditida","Cephalobidae","Zeldia","Zeldia feria","Allen & Noffsinger, 1972"
"AHCYSI02355",30202,"Animalia","Nematoda","Secernentea","Rhabditida","Cephalobidae","Zeldia","Zeldia spinula","Allen & Noffsinger, 1972"
"AHCYFATCNVX",30203,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Zele","Zele albiditarsus","Curtis, 1832"
"AHCYFATCPBB",30204,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Zele","Zele caligatus","Haliday, 1835"
"AHCYFATCQGF",30205,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Zele","Zele chlorophthalmus","Spinola, 1808"
"AHCYFATCRLJ",30206,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Zele","Zele deceptor","Wesmael, 1835"
"AHCYFCNRJTC",30207,"Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Zelleria","Zelleria hepariella","Stainton, 1849"
"2FFFBB34B8B",30208,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Zelotes","Zelotes aeneus","Simon, 1878"
"AHCYFOOFXDK",30209,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Zelotes","Zelotes apricorum","Koch, 1876"
"AHCYFOOFXRF",30210,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Zelotes","Zelotes electus","Koch, 1839"
"AHCYFOOFYMD",30211,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Zelotes","Zelotes latreillei","Simon, 1878"
"AHCYFOOFYZX",30212,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Zelotes","Zelotes longipes","Koch, 1866"
"AHCYFOOFZNS",30213,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Zelotes","Zelotes petrensis","Koch, 1839"
"AHCYFOOGABN",30214,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Zelotes","Zelotes subterraneus","Koch, 1833"
"AHCYFAWTHBG",30215,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Zemiophora","Zemiophora scutulata","Hartig, 1838"
"AHCYFBNTDPQ",30216,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Zenillia","Zenillia dolosa","Meigen, 1824"
"AHCYFBNTEUU",30217,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Zenillia","Zenillia libatrix","Panzer, 1798"
"E1ZXDYE9IUY",30218,"Animalia","Arthropoda","Arachnida","Mesostigmata","Zerconidae","Zercon","Zercon abaculus","Koch, 1839"
"TJG5BLG539H",30219,"Animalia","Arthropoda","Arachnida","Mesostigmata","Zerconidae","Zercon","Zercon andrei","Sellnick, 1958"
"1DOV35811EB",30220,"Animalia","Arthropoda","Arachnida","Mesostigmata","Zerconidae","Zercon","Zercon carpathicus","Sellnick, 1958"
